likes,comments,postAgeHours,isFollowingAuthor,source,eventType
4,5,729.42,1,following,impression
4,5,729.42,1,following,skip
8,4,497.42,1,following,impression
8,4,497.42,1,following,view
8,4,497.42,1,following,like
8,4,497.42,1,following,comment
8,4,497.42,1,following,save
8,4,497.42,1,following,share
22,5,168.42,1,following,impression
22,5,168.42,1,following,view
19,4,394.42,0,exploration,impression
19,4,394.42,0,exploration,skip
8,2,711.42,0,exploration,impression
8,2,711.42,0,exploration,skip
9,6,626.42,0,trending,impression
9,6,626.42,0,trending,skip
24,4,382.42,1,following,impression
24,4,382.42,1,following,view
24,4,382.42,1,following,like
24,4,382.42,1,following,save
13,6,325.42,0,exploration,impression
13,6,325.42,0,exploration,view
13,6,325.42,0,exploration,like
13,6,325.42,0,exploration,comment
17,4,171.42,0,exploration,impression
17,4,171.42,0,exploration,skip
20,6,739.42,0,trending,impression
20,6,739.42,0,trending,skip
21,2,639.42,0,exploration,impression
21,2,639.42,0,exploration,skip
14,3,680.42,0,exploration,impression
14,3,680.42,0,exploration,skip
26,5,140.42,0,exploration,impression
26,5,140.42,0,exploration,skip
10,3,415.42,0,exploration,impression
10,3,415.42,0,exploration,skip
20,3,103.42,0,exploration,impression
20,3,103.42,0,exploration,skip
17,5,725.42,0,exploration,impression
17,5,725.42,0,exploration,skip
11,1,451.42,0,exploration,impression
11,1,451.42,0,exploration,skip
0,0,29.96,0,exploration,impression
0,0,29.96,0,exploration,skip
0,0,29.91,0,trending,impression
0,0,29.91,0,trending,view
0,0,29.91,0,trending,like
0,0,29.91,0,trending,comment
0,0,15.95,0,exploration,impression
0,0,15.95,0,exploration,skip
0,0,15.80,0,exploration,impression
0,0,15.80,0,exploration,view
0,0,15.80,0,exploration,like
0,0,15.80,0,exploration,share
1,1,14.58,0,trending,impression
1,1,14.58,0,trending,skip
1,0,7.48,0,exploration,impression
1,0,7.48,0,exploration,skip
1,0,54.65,0,trending,impression
1,0,54.65,0,trending,skip
1,0,54.44,0,exploration,impression
1,0,54.44,0,exploration,skip
21,5,416.43,0,exploration,impression
21,5,416.43,0,exploration,skip
14,2,311.43,1,following,impression
14,2,311.43,1,following,view
14,2,311.43,1,following,like
14,2,311.43,1,following,comment
19,4,726.43,0,trending,impression
19,4,726.43,0,trending,skip
4,2,650.43,0,exploration,impression
4,2,650.43,0,exploration,skip
4,5,39.43,1,following,impression
4,5,39.43,1,following,skip
19,1,111.43,0,exploration,impression
19,1,111.43,0,exploration,skip
12,2,168.43,0,trending,impression
12,2,168.43,0,trending,view
12,2,168.43,0,trending,like
12,2,168.43,0,trending,comment
5,3,618.43,0,exploration,impression
5,3,618.43,0,exploration,skip
8,2,651.43,0,exploration,impression
8,2,651.43,0,exploration,skip
15,3,715.43,0,exploration,impression
15,3,715.43,0,exploration,view
15,3,715.43,0,exploration,like
15,3,715.43,0,exploration,comment
3,5,256.43,1,following,impression
3,5,256.43,1,following,skip
6,1,653.43,0,exploration,impression
6,1,653.43,0,exploration,skip
14,1,486.43,1,following,impression
14,1,486.43,1,following,view
14,1,486.43,1,following,comment
22,1,54.43,0,trending,impression
22,1,54.43,0,trending,view
22,1,54.43,0,trending,like
22,1,54.43,0,trending,share
15,4,522.43,0,exploration,impression
15,4,522.43,0,exploration,skip
25,6,692.43,0,exploration,impression
25,6,692.43,0,exploration,skip
19,4,296.43,0,exploration,impression
19,4,296.43,0,exploration,skip
16,5,401.43,1,following,impression
16,5,401.43,1,following,view
16,5,401.43,1,following,like
22,6,638.43,0,exploration,impression
22,6,638.43,0,exploration,view
22,6,638.43,0,exploration,like
22,6,638.43,0,exploration,comment
3,3,340.43,0,trending,impression
3,3,340.43,0,trending,skip
24,4,715.43,1,following,impression
24,4,715.43,1,following,skip
7,3,338.43,0,exploration,impression
7,3,338.43,0,exploration,view
16,5,251.43,0,exploration,impression
16,5,251.43,0,exploration,view
10,4,160.43,0,trending,impression
10,4,160.43,0,trending,skip
7,5,440.43,0,exploration,impression
7,5,440.43,0,exploration,skip
4,5,265.43,0,exploration,impression
4,5,265.43,0,exploration,skip
3,5,161.43,0,exploration,impression
3,5,161.43,0,exploration,skip
18,6,717.43,1,following,impression
18,6,717.43,1,following,skip
6,1,628.43,0,exploration,impression
6,1,628.43,0,exploration,skip
9,4,723.43,0,exploration,impression
9,4,723.43,0,exploration,skip
4,2,163.43,0,trending,impression
4,2,163.43,0,trending,skip
9,1,551.43,0,exploration,impression
9,1,551.43,0,exploration,skip
7,5,606.43,1,following,impression
7,5,606.43,1,following,skip
9,4,638.43,0,trending,impression
9,4,638.43,0,trending,skip
5,4,735.43,0,exploration,impression
5,4,735.43,0,exploration,skip
18,3,637.43,0,exploration,impression
18,3,637.43,0,exploration,skip
21,4,401.43,1,following,impression
21,4,401.43,1,following,view
21,5,164.43,0,exploration,impression
21,5,164.43,0,exploration,view
21,5,164.43,0,exploration,like
22,2,95.43,0,trending,impression
22,2,95.43,0,trending,skip
9,4,543.43,0,exploration,impression
9,4,543.43,0,exploration,skip
4,2,629.43,1,following,impression
4,2,629.43,1,following,skip
24,3,601.43,0,exploration,impression
24,3,601.43,0,exploration,skip
11,6,49.43,0,exploration,impression
11,6,49.43,0,exploration,view
11,6,49.43,0,exploration,like
11,6,49.43,0,exploration,comment
14,4,265.43,0,trending,impression
14,4,265.43,0,trending,view
14,4,265.43,0,trending,like
18,5,537.43,1,following,impression
18,5,537.43,1,following,view
18,5,537.43,1,following,like
15,5,82.43,1,following,impression
15,5,82.43,1,following,view
15,5,82.43,1,following,comment
15,5,82.43,1,following,save
15,5,82.43,1,following,share
8,5,166.43,1,following,impression
8,5,166.43,1,following,skip
12,4,516.43,0,exploration,impression
12,4,516.43,0,exploration,skip
23,1,337.43,1,following,impression
23,1,337.43,1,following,view
23,1,337.43,1,following,comment
10,3,575.43,0,exploration,impression
10,3,575.43,0,exploration,skip
12,6,677.43,1,following,impression
12,6,677.43,1,following,view
12,6,677.43,1,following,like
12,6,677.43,1,following,share
17,7,629.43,1,following,impression
17,7,629.43,1,following,skip
17,2,496.43,1,following,impression
17,2,496.43,1,following,view
17,2,496.43,1,following,like
17,2,496.43,1,following,share
10,5,531.43,0,exploration,impression
10,5,531.43,0,exploration,view
10,5,531.43,0,exploration,like
10,5,531.43,0,exploration,comment
7,2,474.43,0,exploration,impression
7,2,474.43,0,exploration,view
7,2,474.43,0,exploration,like
7,2,474.43,0,exploration,share
9,2,478.43,0,trending,impression
9,2,478.43,0,trending,skip
17,2,542.43,0,exploration,impression
17,2,542.43,0,exploration,skip
9,1,47.43,0,trending,impression
9,1,47.43,0,trending,skip
19,5,109.43,0,exploration,impression
19,5,109.43,0,exploration,view
19,5,109.43,0,exploration,like
7,3,282.43,1,following,impression
7,3,282.43,1,following,skip
16,5,711.43,0,trending,impression
16,5,711.43,0,trending,skip
24,6,226.43,0,exploration,impression
24,6,226.43,0,exploration,view
24,6,226.43,0,exploration,like
16,3,462.43,0,exploration,impression
16,3,462.43,0,exploration,view
19,1,588.43,0,trending,impression
19,1,588.43,0,trending,view
19,1,588.43,0,trending,like
19,1,588.43,0,trending,share
19,1,296.43,0,trending,impression
19,1,296.43,0,trending,skip
9,2,37.43,0,exploration,impression
9,2,37.43,0,exploration,skip
9,5,53.43,0,exploration,impression
9,5,53.43,0,exploration,skip
9,4,288.43,0,exploration,impression
9,4,288.43,0,exploration,view
9,4,288.43,0,exploration,comment
9,4,288.43,0,exploration,save
17,2,350.43,0,trending,impression
17,2,350.43,0,trending,skip
12,4,649.43,0,exploration,impression
12,4,649.43,0,exploration,view
12,4,649.43,0,exploration,share
22,6,327.43,1,following,impression
22,6,327.43,1,following,skip
21,2,730.43,1,following,impression
21,2,730.43,1,following,view
24,4,226.43,0,exploration,impression
24,4,226.43,0,exploration,skip
9,1,385.43,1,following,impression
9,1,385.43,1,following,view
9,1,385.43,1,following,like
24,5,480.43,0,exploration,impression
24,5,480.43,0,exploration,skip
9,6,652.43,0,trending,impression
9,6,652.43,0,trending,skip
22,3,532.43,0,trending,impression
22,3,532.43,0,trending,skip
16,3,318.43,0,exploration,impression
16,3,318.43,0,exploration,skip
7,4,395.43,0,exploration,impression
7,4,395.43,0,exploration,skip
25,1,615.43,0,exploration,impression
25,1,615.43,0,exploration,skip
22,2,695.43,1,following,impression
22,2,695.43,1,following,view
22,2,695.43,1,following,like
22,2,695.43,1,following,comment
22,2,695.43,1,following,save
9,5,85.43,1,following,impression
9,5,85.43,1,following,view
8,3,463.43,0,trending,impression
8,3,463.43,0,trending,skip
25,5,237.43,0,trending,impression
25,5,237.43,0,trending,view
25,5,237.43,0,trending,like
25,5,237.43,0,trending,save
5,2,556.43,0,trending,impression
5,2,556.43,0,trending,skip
16,1,75.43,0,exploration,impression
16,1,75.43,0,exploration,view
16,1,75.43,0,exploration,like
16,1,75.43,0,exploration,save
7,3,594.43,1,following,impression
7,3,594.43,1,following,skip
24,4,288.43,0,exploration,impression
24,4,288.43,0,exploration,skip
5,3,513.43,0,exploration,impression
5,3,513.43,0,exploration,skip
17,5,727.43,0,exploration,impression
17,5,727.43,0,exploration,skip
16,4,60.43,0,exploration,impression
16,4,60.43,0,exploration,skip
8,1,405.43,0,exploration,impression
8,1,405.43,0,exploration,skip
3,4,591.43,0,exploration,impression
3,4,591.43,0,exploration,skip
3,6,632.43,1,following,impression
3,6,632.43,1,following,skip
12,4,731.43,1,following,impression
12,4,731.43,1,following,view
24,4,411.43,0,exploration,impression
24,4,411.43,0,exploration,skip
25,4,119.43,0,trending,impression
25,4,119.43,0,trending,view
25,4,119.43,0,trending,like
21,4,231.43,0,trending,impression
21,4,231.43,0,trending,skip
7,6,672.43,1,following,impression
7,6,672.43,1,following,view
20,3,396.43,0,exploration,impression
20,3,396.43,0,exploration,skip
22,1,168.43,0,trending,impression
22,1,168.43,0,trending,skip
21,2,683.43,0,exploration,impression
21,2,683.43,0,exploration,skip
11,6,142.43,0,trending,impression
11,6,142.43,0,trending,view
11,6,142.43,0,trending,like
7,5,174.43,1,following,impression
7,5,174.43,1,following,view
11,6,72.43,0,exploration,impression
11,6,72.43,0,exploration,skip
16,2,551.43,0,exploration,impression
16,2,551.43,0,exploration,view
16,2,551.43,0,exploration,comment
18,4,363.43,0,trending,impression
18,4,363.43,0,trending,view
18,4,363.43,0,trending,like
18,4,363.43,0,trending,comment
8,4,215.43,0,exploration,impression
8,4,215.43,0,exploration,skip
20,5,636.43,0,exploration,impression
20,5,636.43,0,exploration,skip
6,6,486.43,0,exploration,impression
6,6,486.43,0,exploration,skip
9,5,342.43,0,trending,impression
9,5,342.43,0,trending,skip
7,3,548.43,0,trending,impression
7,3,548.43,0,trending,skip
14,5,671.42,0,exploration,impression
14,5,671.42,0,exploration,skip
15,1,152.42,1,following,impression
15,1,152.42,1,following,view
15,1,152.42,1,following,like
13,4,234.42,0,exploration,impression
13,4,234.42,0,exploration,view
13,4,234.42,0,exploration,like
15,5,284.42,0,exploration,impression
15,5,284.42,0,exploration,skip
25,1,710.42,0,exploration,impression
25,1,710.42,0,exploration,skip
23,3,159.42,0,exploration,impression
23,3,159.42,0,exploration,view
23,3,159.42,0,exploration,like
23,3,159.42,0,exploration,comment
18,4,248.42,1,following,impression
18,4,248.42,1,following,skip
9,6,42.42,0,trending,impression
9,6,42.42,0,trending,skip
9,2,192.42,0,trending,impression
9,2,192.42,0,trending,view
9,2,192.42,0,trending,comment
24,2,306.42,1,following,impression
24,2,306.42,1,following,skip
16,1,722.42,0,exploration,impression
16,1,722.42,0,exploration,skip
9,4,669.42,1,following,impression
9,4,669.42,1,following,skip
21,4,70.42,0,trending,impression
21,4,70.42,0,trending,skip
23,4,632.42,0,exploration,impression
23,4,632.42,0,exploration,skip
20,1,110.42,0,exploration,impression
20,1,110.42,0,exploration,view
15,5,92.42,0,trending,impression
15,5,92.42,0,trending,skip
7,5,330.42,0,exploration,impression
7,5,330.42,0,exploration,skip
11,2,727.42,0,trending,impression
11,2,727.42,0,trending,skip
14,6,300.42,0,exploration,impression
14,6,300.42,0,exploration,skip
8,5,614.42,0,exploration,impression
8,5,614.42,0,exploration,view
8,5,614.42,0,exploration,like
8,5,614.42,0,exploration,comment
12,1,525.42,1,following,impression
12,1,525.42,1,following,view
12,1,525.42,1,following,like
5,5,571.42,0,exploration,impression
5,5,571.42,0,exploration,skip
12,1,168.42,0,exploration,impression
12,1,168.42,0,exploration,view
12,1,168.42,0,exploration,like
12,1,168.42,0,exploration,comment
12,1,168.42,0,exploration,share
6,5,298.42,0,exploration,impression
6,5,298.42,0,exploration,skip
11,6,394.42,1,following,impression
11,6,394.42,1,following,skip
25,3,639.42,1,following,impression
25,3,639.42,1,following,skip
19,2,103.42,0,exploration,impression
19,2,103.42,0,exploration,skip
3,1,410.42,1,following,impression
3,1,410.42,1,following,view
3,1,410.42,1,following,like
3,1,410.42,1,following,comment
18,4,48.42,0,exploration,impression
18,4,48.42,0,exploration,view
18,4,48.42,0,exploration,like
18,4,48.42,0,exploration,save
18,4,48.42,0,exploration,share
5,3,341.42,0,trending,impression
5,3,341.42,0,trending,skip
12,6,439.42,1,following,impression
12,6,439.42,1,following,skip
22,1,651.42,0,trending,impression
22,1,651.42,0,trending,skip
6,3,75.42,1,following,impression
6,3,75.42,1,following,skip
15,1,619.42,0,exploration,impression
15,1,619.42,0,exploration,view
15,1,619.42,0,exploration,share
20,6,749.42,0,exploration,impression
20,6,749.42,0,exploration,skip
21,3,276.42,0,exploration,impression
21,3,276.42,0,exploration,skip
17,5,537.42,0,exploration,impression
17,5,537.42,0,exploration,view
17,5,537.42,0,exploration,like
17,5,537.42,0,exploration,comment
17,5,537.42,0,exploration,save
26,6,477.42,0,trending,impression
26,6,477.42,0,trending,skip
8,4,497.42,1,following,impression
8,4,497.42,1,following,skip
8,2,711.42,0,exploration,impression
8,2,711.42,0,exploration,view
8,2,711.42,0,exploration,like
24,4,382.42,1,following,impression
24,4,382.42,1,following,skip
13,6,325.42,0,exploration,impression
13,6,325.42,0,exploration,view
13,6,325.42,0,exploration,like
20,6,739.42,0,exploration,impression
20,6,739.42,0,exploration,view
14,3,680.42,1,following,impression
14,3,680.42,1,following,view
26,5,140.42,0,exploration,impression
26,5,140.42,0,exploration,skip
9,3,402.42,0,exploration,impression
9,3,402.42,0,exploration,skip
10,3,415.42,0,exploration,impression
10,3,415.42,0,exploration,skip
20,3,103.42,0,exploration,impression
20,3,103.42,0,exploration,view
20,3,103.42,0,exploration,comment
17,5,725.42,0,exploration,impression
17,5,725.42,0,exploration,skip
21,4,605.42,1,following,impression
21,4,605.42,1,following,view
21,4,605.42,1,following,share
11,1,451.42,0,exploration,impression
11,1,451.42,0,exploration,view
11,1,451.42,0,exploration,like
0,0,29.96,0,exploration,impression
0,0,29.96,0,exploration,skip
0,0,29.91,0,trending,impression
0,0,29.91,0,trending,skip
0,1,26.84,0,exploration,impression
0,1,26.84,0,exploration,skip
0,0,15.95,0,trending,impression
0,0,15.95,0,trending,skip
0,0,14.61,0,exploration,impression
0,0,14.61,0,exploration,skip
1,1,14.58,0,exploration,impression
1,1,14.58,0,exploration,view
1,1,14.58,0,exploration,save
1,0,7.48,0,exploration,impression
1,0,7.48,0,exploration,view
1,0,54.65,0,exploration,impression
1,0,54.65,0,exploration,skip
1,0,54.44,0,exploration,impression
1,0,54.44,0,exploration,skip
1,0,54.05,0,trending,impression
1,0,54.05,0,trending,skip
21,5,416.43,1,following,impression
21,5,416.43,1,following,view
21,5,416.43,1,following,like
21,5,416.43,1,following,comment
21,5,416.43,1,following,share
19,4,726.43,0,trending,impression
19,4,726.43,0,trending,view
19,4,726.43,0,trending,like
4,2,650.43,1,following,impression
4,2,650.43,1,following,view
4,2,650.43,1,following,like
4,5,39.43,1,following,impression
4,5,39.43,1,following,view
4,5,39.43,1,following,like
4,5,39.43,1,following,comment
4,5,39.43,1,following,save
5,3,618.43,0,exploration,impression
5,3,618.43,0,exploration,skip
13,6,85.43,0,exploration,impression
13,6,85.43,0,exploration,view
13,6,85.43,0,exploration,like
8,2,651.43,0,exploration,impression
8,2,651.43,0,exploration,skip
3,5,256.43,0,exploration,impression
3,5,256.43,0,exploration,skip
22,1,54.43,0,trending,impression
22,1,54.43,0,trending,skip
15,4,522.43,0,exploration,impression
15,4,522.43,0,exploration,skip
17,3,37.43,0,exploration,impression
17,3,37.43,0,exploration,skip
22,5,394.43,0,exploration,impression
22,5,394.43,0,exploration,skip
19,4,296.43,0,exploration,impression
19,4,296.43,0,exploration,view
19,4,296.43,0,exploration,like
16,5,401.43,1,following,impression
16,5,401.43,1,following,view
16,5,401.43,1,following,like
16,5,401.43,1,following,comment
3,3,340.43,0,exploration,impression
3,3,340.43,0,exploration,skip
24,4,715.43,0,trending,impression
24,4,715.43,0,trending,skip
7,3,338.43,0,exploration,impression
7,3,338.43,0,exploration,skip
7,5,440.43,0,trending,impression
7,5,440.43,0,trending,skip
4,5,265.43,0,exploration,impression
4,5,265.43,0,exploration,skip
3,5,161.43,1,following,impression
3,5,161.43,1,following,view
3,5,161.43,1,following,like
3,5,161.43,1,following,share
9,1,459.43,0,exploration,impression
9,1,459.43,0,exploration,skip
6,1,628.43,0,exploration,impression
6,1,628.43,0,exploration,skip
10,3,723.43,0,exploration,impression
10,3,723.43,0,exploration,view
10,3,723.43,0,exploration,like
21,7,560.43,1,following,impression
21,7,560.43,1,following,view
21,7,560.43,1,following,like
21,7,560.43,1,following,comment
9,4,723.43,0,exploration,impression
9,4,723.43,0,exploration,view
9,4,723.43,0,exploration,like
9,4,723.43,0,exploration,comment
4,2,163.43,0,exploration,impression
4,2,163.43,0,exploration,skip
8,5,81.43,0,trending,impression
8,5,81.43,0,trending,skip
9,1,551.43,0,exploration,impression
9,1,551.43,0,exploration,skip
11,2,577.43,0,trending,impression
11,2,577.43,0,trending,view
7,5,606.43,0,exploration,impression
7,5,606.43,0,exploration,skip
9,4,638.43,0,exploration,impression
9,4,638.43,0,exploration,skip
5,4,735.43,0,trending,impression
5,4,735.43,0,trending,skip
21,4,401.43,0,exploration,impression
21,4,401.43,0,exploration,skip
21,5,164.43,0,trending,impression
21,5,164.43,0,trending,skip
22,2,95.43,0,trending,impression
22,2,95.43,0,trending,skip
9,4,543.43,1,following,impression
9,4,543.43,1,following,view
9,4,543.43,1,following,like
9,4,543.43,1,following,comment
9,4,543.43,1,following,save
4,2,629.43,0,trending,impression
4,2,629.43,0,trending,skip
24,3,601.43,0,exploration,impression
24,3,601.43,0,exploration,skip
11,6,49.43,0,trending,impression
11,6,49.43,0,trending,view
11,6,49.43,0,trending,like
11,6,49.43,0,trending,save
14,4,265.43,0,exploration,impression
14,4,265.43,0,exploration,skip
18,5,537.43,0,exploration,impression
18,5,537.43,0,exploration,skip
15,5,82.43,0,exploration,impression
15,5,82.43,0,exploration,skip
14,4,699.43,0,exploration,impression
14,4,699.43,0,exploration,skip
8,5,166.43,0,exploration,impression
8,5,166.43,0,exploration,skip
23,1,337.43,0,trending,impression
23,1,337.43,0,trending,skip
10,3,575.43,0,trending,impression
10,3,575.43,0,trending,skip
12,6,677.43,0,exploration,impression
12,6,677.43,0,exploration,skip
4,4,92.43,0,exploration,impression
4,4,92.43,0,exploration,skip
17,2,496.43,0,trending,impression
17,2,496.43,0,trending,skip
3,5,211.43,1,following,impression
3,5,211.43,1,following,skip
9,2,478.43,0,exploration,impression
9,2,478.43,0,exploration,skip
17,2,542.43,0,trending,impression
17,2,542.43,0,trending,skip
9,1,47.43,0,exploration,impression
9,1,47.43,0,exploration,skip
6,6,426.43,0,exploration,impression
6,6,426.43,0,exploration,skip
19,5,109.43,0,trending,impression
19,5,109.43,0,trending,skip
15,6,297.43,1,following,impression
15,6,297.43,1,following,skip
10,1,43.43,0,trending,impression
10,1,43.43,0,trending,skip
7,3,282.43,0,exploration,impression
7,3,282.43,0,exploration,view
7,3,282.43,0,exploration,like
7,3,282.43,0,exploration,comment
7,3,282.43,0,exploration,share
16,5,711.43,0,exploration,impression
16,5,711.43,0,exploration,view
16,5,711.43,0,exploration,like
16,5,711.43,0,exploration,save
16,3,462.43,0,trending,impression
16,3,462.43,0,trending,skip
19,1,588.43,0,trending,impression
19,1,588.43,0,trending,skip
19,1,296.43,0,exploration,impression
19,1,296.43,0,exploration,view
19,1,296.43,0,exploration,like
19,1,296.43,0,exploration,share
9,2,37.43,0,trending,impression
9,2,37.43,0,trending,view
9,2,37.43,0,trending,like
9,2,37.43,0,trending,comment
17,2,350.43,1,following,impression
17,2,350.43,1,following,view
17,2,350.43,1,following,like
12,4,649.43,0,exploration,impression
12,4,649.43,0,exploration,skip
22,6,327.43,0,trending,impression
22,6,327.43,0,trending,skip
21,2,730.43,1,following,impression
21,2,730.43,1,following,view
24,5,480.43,0,exploration,impression
24,5,480.43,0,exploration,skip
9,6,652.43,0,trending,impression
9,6,652.43,0,trending,skip
8,3,536.43,0,trending,impression
8,3,536.43,0,trending,view
8,3,536.43,0,trending,like
8,3,536.43,0,trending,save
7,4,395.43,0,trending,impression
7,4,395.43,0,trending,skip
25,1,615.43,0,trending,impression
25,1,615.43,0,trending,view
25,1,615.43,0,trending,share
22,2,695.43,0,exploration,impression
22,2,695.43,0,exploration,skip
14,4,507.43,0,exploration,impression
14,4,507.43,0,exploration,view
14,4,507.43,0,exploration,like
25,5,237.43,0,trending,impression
25,5,237.43,0,trending,skip
17,4,174.43,1,following,impression
17,4,174.43,1,following,skip
16,1,75.43,0,exploration,impression
16,1,75.43,0,exploration,skip
24,4,288.43,0,exploration,impression
24,4,288.43,0,exploration,skip
5,3,513.43,1,following,impression
5,3,513.43,1,following,skip
17,5,727.43,0,exploration,impression
17,5,727.43,0,exploration,skip
16,4,60.43,0,exploration,impression
16,4,60.43,0,exploration,skip
8,1,405.43,0,exploration,impression
8,1,405.43,0,exploration,skip
3,4,591.43,0,trending,impression
3,4,591.43,0,trending,view
3,4,591.43,0,trending,like
3,4,591.43,0,trending,save
12,6,727.43,1,following,impression
12,6,727.43,1,following,view
12,6,727.43,1,following,like
12,6,727.43,1,following,comment
12,6,727.43,1,following,share
12,6,564.43,0,trending,impression
12,6,564.43,0,trending,skip
24,4,411.43,1,following,impression
24,4,411.43,1,following,view
24,4,411.43,1,following,like
24,4,411.43,1,following,comment
25,4,119.43,0,trending,impression
25,4,119.43,0,trending,view
25,4,119.43,0,trending,save
25,4,119.43,0,trending,share
21,4,231.43,0,exploration,impression
21,4,231.43,0,exploration,skip
5,3,198.43,0,exploration,impression
5,3,198.43,0,exploration,skip
22,1,168.43,0,trending,impression
22,1,168.43,0,trending,view
22,1,168.43,0,trending,like
22,1,168.43,0,trending,comment
11,6,142.43,0,exploration,impression
11,6,142.43,0,exploration,skip
7,5,174.43,0,exploration,impression
7,5,174.43,0,exploration,skip
11,6,72.43,0,exploration,impression
11,6,72.43,0,exploration,skip
16,2,551.43,0,exploration,impression
16,2,551.43,0,exploration,skip
18,4,363.43,0,exploration,impression
18,4,363.43,0,exploration,view
18,4,363.43,0,exploration,like
8,4,215.43,0,exploration,impression
8,4,215.43,0,exploration,skip
25,3,668.43,0,exploration,impression
25,3,668.43,0,exploration,skip
13,5,606.43,0,exploration,impression
13,5,606.43,0,exploration,skip
13,2,132.43,0,exploration,impression
13,2,132.43,0,exploration,skip
17,3,265.43,0,exploration,impression
17,3,265.43,0,exploration,view
17,3,265.43,0,exploration,share
14,5,671.42,0,exploration,impression
14,5,671.42,0,exploration,view
14,5,671.42,0,exploration,like
15,1,152.42,0,exploration,impression
15,1,152.42,0,exploration,skip
17,1,518.42,1,following,impression
17,1,518.42,1,following,view
17,1,518.42,1,following,like
13,4,234.42,0,exploration,impression
13,4,234.42,0,exploration,view
13,4,234.42,0,exploration,comment
20,6,533.42,0,exploration,impression
20,6,533.42,0,exploration,skip
25,1,710.42,0,trending,impression
25,1,710.42,0,trending,skip
23,3,159.42,0,trending,impression
23,3,159.42,0,trending,skip
18,4,248.42,0,exploration,impression
18,4,248.42,0,exploration,skip
17,3,571.42,0,exploration,impression
17,3,571.42,0,exploration,view
17,3,571.42,0,exploration,like
17,3,571.42,0,exploration,save
17,3,571.42,0,exploration,share
20,6,442.42,0,exploration,impression
20,6,442.42,0,exploration,skip
7,1,219.42,0,exploration,impression
7,1,219.42,0,exploration,skip
9,6,42.42,0,exploration,impression
9,6,42.42,0,exploration,skip
9,2,192.42,0,exploration,impression
9,2,192.42,0,exploration,skip
24,2,306.42,0,exploration,impression
24,2,306.42,0,exploration,skip
16,1,722.42,1,following,impression
16,1,722.42,1,following,view
16,1,722.42,1,following,comment
16,1,722.42,1,following,share
9,4,669.42,0,exploration,impression
9,4,669.42,0,exploration,skip
19,6,425.42,0,exploration,impression
19,6,425.42,0,exploration,skip
21,4,70.42,0,exploration,impression
21,4,70.42,0,exploration,skip
23,4,632.42,1,following,impression
23,4,632.42,1,following,view
23,4,632.42,1,following,share
9,1,742.42,0,exploration,impression
9,1,742.42,0,exploration,skip
20,1,110.42,0,trending,impression
20,1,110.42,0,trending,skip
15,5,92.42,1,following,impression
15,5,92.42,1,following,skip
7,5,330.42,0,exploration,impression
7,5,330.42,0,exploration,view
7,5,330.42,0,exploration,like
14,6,300.42,0,trending,impression
14,6,300.42,0,trending,skip
8,5,614.42,0,exploration,impression
8,5,614.42,0,exploration,skip
6,5,298.42,0,exploration,impression
6,5,298.42,0,exploration,skip
18,4,314.42,0,trending,impression
18,4,314.42,0,trending,view
18,4,314.42,0,trending,save
18,4,314.42,0,trending,share
24,1,118.42,1,following,impression
24,1,118.42,1,following,skip
11,6,394.42,0,trending,impression
11,6,394.42,0,trending,view
25,3,639.42,0,trending,impression
25,3,639.42,0,trending,view
25,3,639.42,0,trending,comment
19,2,103.42,0,trending,impression
19,2,103.42,0,trending,skip
11,4,464.42,0,exploration,impression
11,4,464.42,0,exploration,skip
8,6,688.42,0,exploration,impression
8,6,688.42,0,exploration,skip
18,4,48.42,0,exploration,impression
18,4,48.42,0,exploration,view
18,4,48.42,0,exploration,like
18,4,48.42,0,exploration,comment
5,3,341.42,0,exploration,impression
5,3,341.42,0,exploration,skip
19,2,299.42,0,exploration,impression
19,2,299.42,0,exploration,view
19,2,299.42,0,exploration,like
12,6,439.42,0,trending,impression
12,6,439.42,0,trending,skip
22,1,651.42,0,exploration,impression
22,1,651.42,0,exploration,skip
21,6,630.42,0,trending,impression
21,6,630.42,0,trending,skip
15,1,619.42,0,exploration,impression
15,1,619.42,0,exploration,view
15,1,619.42,0,exploration,like
15,1,619.42,0,exploration,comment
23,4,649.42,0,exploration,impression
23,4,649.42,0,exploration,skip
20,6,749.42,0,trending,impression
20,6,749.42,0,trending,skip
21,3,276.42,0,exploration,impression
21,3,276.42,0,exploration,view
21,3,276.42,0,exploration,save
17,5,537.42,1,following,impression
17,5,537.42,1,following,skip
15,5,702.42,0,exploration,impression
15,5,702.42,0,exploration,skip
26,6,477.42,1,following,impression
26,6,477.42,1,following,view
26,6,477.42,1,following,like
26,6,477.42,1,following,comment
26,6,477.42,1,following,save
4,5,729.42,0,exploration,impression
4,5,729.42,0,exploration,view
4,5,729.42,0,exploration,like
8,4,497.42,0,exploration,impression
8,4,497.42,0,exploration,skip
22,5,168.42,0,exploration,impression
22,5,168.42,0,exploration,view
8,2,711.42,1,following,impression
8,2,711.42,1,following,view
8,2,711.42,1,following,like
24,4,382.42,0,exploration,impression
24,4,382.42,0,exploration,view
24,4,382.42,0,exploration,like
24,4,382.42,0,exploration,comment
24,4,382.42,0,exploration,save
24,4,382.42,0,exploration,share
13,6,325.42,0,trending,impression
13,6,325.42,0,trending,skip
17,4,171.42,0,exploration,impression
17,4,171.42,0,exploration,skip
20,6,739.42,0,exploration,impression
20,6,739.42,0,exploration,skip
